,age,job,marital,education,balance,housing,duration,campaign,y_pred
517,47,technician,married,secondary,1981,yes,919,2,yes
518,39,management,married,tertiary,1423,yes,733,3,yes
519,51,management,married,tertiary,2455,yes,553,1,yes
520,54,technician,divorced,secondary,859,no,710,1,yes
521,58,retired,married,unknown,9004,no,891,4,yes
522,42,unemployed,married,unknown,970,yes,691,10,yes
523,56,services,married,primary,486,no,1877,1,yes
524,55,housemaid,married,secondary,127,yes,1130,8,yes
525,26,blue-collar,single,primary,409,yes,577,2,yes
526,40,admin.,single,secondary,664,no,1342,2,yes
527,26,technician,single,secondary,223,no,1002,3,yes
528,35,management,single,tertiary,-324,no,985,11,yes
529,34,services,single,secondary,-30,no,1360,3,yes
530,41,management,single,tertiary,1253,no,1134,5,yes
531,44,management,married,primary,4758,yes,712,6,yes
532,33,management,single,tertiary,30,yes,1077,1,yes
533,36,management,divorced,tertiary,81,no,560,1,yes
534,38,technician,married,secondary,0,yes,1545,1,yes
535,35,technician,married,tertiary,328,yes,654,2,yes
536,41,technician,single,tertiary,145,no,1833,2,yes
537,41,management,divorced,unknown,465,yes,1508,1,yes
538,28,blue-collar,married,secondary,751,yes,598,5,yes
539,26,services,married,secondary,-379,yes,1237,7,yes
540,39,blue-collar,single,secondary,0,no,864,4,yes
541,25,admin.,married,unknown,349,yes,1037,8,yes
542,37,admin.,married,secondary,1110,yes,802,11,yes
543,25,management,married,secondary,2228,yes,754,1,yes
544,46,management,divorced,tertiary,2166,yes,870,1,yes
545,25,blue-collar,single,secondary,-247,yes,633,1,yes
546,28,technician,single,tertiary,-123,no,690,1,yes
547,33,services,divorced,secondary,44,no,529,1,yes
548,32,management,single,secondary,131,yes,1152,2,yes
549,32,blue-collar,married,secondary,476,yes,956,9,yes
550,47,technician,single,secondary,1101,yes,957,3,yes
551,50,entrepreneur,married,tertiary,-168,yes,1327,2,yes
552,27,technician,married,secondary,-392,yes,228,2,no
553,45,admin.,married,secondary,524,yes,808,1,yes
554,51,admin.,single,secondary,895,no,638,2,yes
555,36,admin.,married,secondary,212,yes,1201,6,yes
556,51,self-employed,married,secondary,95,yes,1309,4,yes
557,33,services,single,tertiary,395,yes,1359,6,yes
558,59,technician,married,secondary,135,yes,416,4,no
559,38,entrepreneur,married,tertiary,0,no,532,2,yes
560,40,services,married,secondary,471,yes,430,4,no
561,51,blue-collar,married,primary,603,yes,853,2,yes
562,41,entrepreneur,single,secondary,663,no,1204,1,yes
563,38,entrepreneur,married,secondary,593,yes,1484,24,yes
564,31,management,married,tertiary,1224,yes,1441,2,yes
565,28,admin.,single,secondary,2,yes,454,1,yes
566,41,blue-collar,married,secondary,720,no,651,1,yes
567,33,management,divorced,tertiary,990,yes,1491,2,yes
568,25,student,single,secondary,1747,yes,903,1,yes
569,45,admin.,divorced,secondary,59,yes,873,8,yes
570,31,blue-collar,married,primary,33,yes,901,2,yes
571,28,services,single,secondary,340,yes,821,2,yes
572,49,technician,divorced,secondary,305,no,367,2,yes
573,25,services,married,secondary,0,yes,458,9,no
574,28,unemployed,single,tertiary,497,yes,1602,6,yes
575,54,retired,married,secondary,1371,no,1492,2,yes
576,28,technician,single,tertiary,1628,yes,1422,2,yes
577,27,technician,single,tertiary,372,yes,728,2,yes
578,49,blue-collar,single,primary,566,yes,979,2,yes
579,53,blue-collar,married,primary,343,yes,616,5,yes
580,26,technician,single,secondary,941,no,784,1,yes
581,37,services,married,secondary,775,no,1000,1,yes
582,34,blue-collar,single,secondary,1759,no,695,1,yes
583,51,retired,married,primary,1495,no,1946,4,yes
584,39,housemaid,married,secondary,1444,no,362,8,no
585,35,technician,single,tertiary,470,yes,743,13,yes
586,51,unemployed,married,primary,1162,yes,2015,1,yes
587,30,management,single,tertiary,2,yes,1031,8,yes
588,42,blue-collar,single,primary,1628,yes,590,8,yes
589,54,management,married,secondary,1134,yes,1330,3,yes
590,51,blue-collar,married,primary,0,yes,946,3,yes
591,57,retired,divorced,primary,63,no,1448,17,yes
592,30,management,married,tertiary,1221,yes,279,4,no
593,37,blue-collar,single,secondary,5024,no,661,4,yes
594,39,technician,married,secondary,10685,yes,1369,9,yes
595,35,technician,married,tertiary,1629,no,653,4,yes
596,48,management,married,secondary,268,yes,458,7,yes
597,31,management,married,tertiary,0,yes,664,8,yes
598,35,self-employed,married,secondary,5613,yes,699,3,yes
599,48,housemaid,married,secondary,513,no,939,3,yes
600,53,housemaid,married,primary,362,no,1169,2,yes
601,27,technician,single,secondary,3933,no,837,3,yes
602,55,technician,married,secondary,3899,yes,596,4,yes
603,40,services,married,secondary,473,yes,383,3,no
604,40,self-employed,single,tertiary,1616,no,1009,7,yes
605,38,blue-collar,divorced,secondary,1817,yes,1096,4,yes
606,54,retired,single,secondary,129,no,867,2,yes
607,54,technician,married,secondary,1938,no,551,3,yes
608,50,admin.,single,secondary,133,no,890,4,yes
609,48,management,divorced,tertiary,2263,no,874,2,yes
610,41,services,married,unknown,1538,no,710,2,yes
611,51,blue-collar,divorced,primary,5,no,600,2,yes
612,42,technician,single,tertiary,2625,no,2516,2,yes
613,58,retired,divorced,secondary,1080,yes,1058,2,yes
614,47,unemployed,married,secondary,312,no,884,1,yes
615,58,admin.,married,secondary,145,yes,616,13,yes
616,41,blue-collar,married,secondary,-190,no,808,3,yes
617,50,admin.,married,secondary,2678,no,1011,6,yes
618,46,housemaid,married,secondary,271,yes,1013,29,yes
619,44,blue-collar,married,secondary,0,no,684,2,yes
620,36,services,married,secondary,0,no,843,2,yes
621,58,management,divorced,secondary,3161,no,542,2,yes
622,44,unemployed,single,primary,-4,no,788,2,yes
623,49,entrepreneur,divorced,unknown,-701,yes,988,2,yes
624,55,management,married,tertiary,-375,no,814,2,yes
625,52,unemployed,married,primary,959,no,694,2,yes
626,60,retired,divorced,secondary,1091,no,441,5,yes
627,41,services,married,unknown,-1,no,1171,4,yes
628,36,management,married,tertiary,96,no,729,4,yes
629,41,blue-collar,divorced,primary,0,no,509,2,no
630,50,entrepreneur,married,tertiary,230,no,1089,4,yes
631,44,housemaid,married,primary,-156,no,1211,2,yes
632,54,technician,married,secondary,114,no,458,3,yes
633,35,management,married,tertiary,-468,yes,540,8,yes
634,59,retired,divorced,secondary,679,no,761,4,yes
635,42,entrepreneur,married,unknown,206,yes,695,2,yes
636,27,management,single,tertiary,1,yes,764,4,yes
637,59,housemaid,divorced,primary,2518,no,675,3,yes
638,43,admin.,married,secondary,378,no,782,8,yes
639,39,technician,single,secondary,391,no,962,4,yes
640,33,unemployed,married,secondary,-144,no,481,3,no
641,36,self-employed,single,tertiary,1240,no,812,3,yes
642,35,blue-collar,divorced,primary,1792,yes,630,6,yes
643,50,blue-collar,married,unknown,2284,yes,1088,17,yes
644,55,technician,married,secondary,264,yes,1150,5,yes
645,51,unemployed,divorced,tertiary,0,no,574,2,yes
646,48,entrepreneur,married,tertiary,-392,no,725,4,yes
647,55,housemaid,divorced,primary,77,no,463,6,yes
648,30,services,married,secondary,48,yes,662,13,yes
649,53,blue-collar,married,primary,252,no,727,4,yes
650,40,blue-collar,married,secondary,1954,no,1107,2,yes
651,44,technician,married,primary,755,no,829,4,yes
652,49,management,divorced,tertiary,755,no,1212,4,yes
653,40,admin.,married,secondary,341,no,1142,5,yes
654,58,unemployed,married,primary,1183,no,1721,5,yes
655,49,services,married,secondary,388,no,1032,4,yes
656,38,technician,married,secondary,1919,no,846,1,yes
657,51,housemaid,divorced,tertiary,1613,no,870,1,yes
658,36,management,divorced,tertiary,0,no,1165,1,yes
659,55,retired,married,secondary,0,no,1110,1,yes
660,43,technician,married,tertiary,0,no,1488,2,yes
661,60,management,divorced,secondary,0,no,603,3,yes
662,57,retired,married,secondary,466,no,641,2,yes
663,41,technician,married,tertiary,515,no,837,2,yes
664,50,technician,married,tertiary,2313,no,553,1,yes
665,53,blue-collar,married,secondary,-8,no,794,1,yes
666,59,retired,married,primary,1634,yes,836,1,yes
667,59,housemaid,married,primary,100,no,1134,1,yes
668,52,unknown,married,unknown,5361,no,607,3,yes
669,58,management,divorced,tertiary,1257,no,1536,1,yes
670,59,retired,married,primary,3400,yes,515,3,no
671,49,technician,single,secondary,1377,no,935,1,yes
672,33,management,divorced,tertiary,2885,no,1051,2,yes
673,55,blue-collar,married,primary,512,no,1200,2,yes
674,42,technician,married,tertiary,921,no,531,3,yes
675,52,services,married,secondary,1000,no,766,2,yes
676,38,technician,married,tertiary,202,no,1311,2,yes
677,55,technician,married,tertiary,169,no,618,2,yes
678,49,technician,married,tertiary,3726,no,875,2,yes
679,56,technician,divorced,secondary,146,yes,419,3,no
680,46,technician,married,secondary,940,no,1227,2,yes
681,57,retired,divorced,tertiary,734,no,1357,4,yes
682,61,retired,married,secondary,77,no,455,4,yes
683,45,admin.,married,secondary,925,no,406,2,yes
684,39,management,married,tertiary,1836,no,902,3,yes
685,46,admin.,married,secondary,660,no,740,2,yes
686,43,management,single,tertiary,1304,no,501,2,yes
687,34,services,married,secondary,2956,no,835,2,yes
688,35,management,divorced,tertiary,146,no,720,2,yes
689,36,management,divorced,tertiary,36,no,836,4,yes
690,45,management,divorced,tertiary,1,no,490,2,yes
691,47,technician,married,secondary,2480,no,763,2,yes
692,42,technician,married,tertiary,14282,yes,649,4,yes
693,40,management,single,tertiary,0,no,641,6,yes
694,40,technician,divorced,secondary,311,no,738,2,yes
695,32,technician,married,secondary,560,no,1044,4,yes
696,33,technician,single,secondary,3059,no,482,2,yes
697,32,self-employed,married,tertiary,1423,no,1249,4,yes
698,46,blue-collar,married,primary,874,no,996,1,yes
699,50,admin.,married,secondary,706,yes,1250,4,yes
700,51,blue-collar,married,primary,7098,no,1471,7,yes
701,30,management,single,tertiary,5389,no,1456,3,yes
702,39,technician,single,secondary,1104,no,395,2,yes
703,47,admin.,married,secondary,3070,no,663,4,yes
704,40,technician,divorced,secondary,0,no,674,2,yes
705,50,blue-collar,married,primary,4108,yes,526,2,yes
706,60,management,married,tertiary,0,no,401,3,yes
707,32,management,single,tertiary,4291,no,1321,9,yes
708,57,technician,married,tertiary,6822,no,797,2,yes
709,41,self-employed,married,tertiary,231,no,352,2,no
710,50,technician,married,secondary,3176,no,670,1,yes
711,46,technician,divorced,secondary,-824,yes,429,3,yes
712,31,management,married,tertiary,676,no,1182,1,yes
713,36,technician,single,secondary,651,no,876,1,yes
714,45,technician,divorced,secondary,2657,no,895,3,yes
715,33,technician,divorced,secondary,801,no,341,5,yes
716,47,services,married,secondary,405,no,994,2,yes
717,35,management,married,tertiary,82,no,507,4,yes
718,38,management,married,tertiary,179,no,317,4,yes
719,33,management,married,tertiary,1047,no,512,4,yes
720,44,technician,single,secondary,7138,no,809,2,yes
721,31,management,single,tertiary,165,no,523,2,yes
722,31,management,single,tertiary,37,no,669,2,yes
723,49,services,married,secondary,823,no,780,4,yes
724,52,services,married,primary,1625,no,459,2,yes
725,31,technician,married,tertiary,120,no,1000,1,yes
726,35,management,married,tertiary,2957,yes,733,3,yes
727,31,management,single,tertiary,2,no,848,1,yes
728,36,technician,divorced,secondary,1,no,1242,3,yes
729,39,management,married,tertiary,1795,no,922,7,yes
730,46,management,married,tertiary,4,no,1206,4,yes
731,48,blue-collar,married,primary,476,no,856,3,yes
732,36,management,married,tertiary,9,no,386,4,no
733,30,management,married,tertiary,131,yes,384,6,no
734,33,management,single,tertiary,1120,no,1070,2,yes
735,57,housemaid,married,primary,2785,no,610,4,yes
736,33,management,single,tertiary,0,no,699,7,yes
737,35,management,married,tertiary,43,no,917,4,yes
738,53,management,married,tertiary,0,no,608,2,yes
739,41,management,married,secondary,456,yes,734,4,yes
740,32,management,single,secondary,2018,no,1238,1,yes
741,41,management,married,tertiary,0,no,1242,5,yes
742,35,technician,single,secondary,354,no,444,3,yes
743,48,blue-collar,married,primary,719,no,418,5,yes
744,34,management,married,tertiary,828,no,1080,3,yes
745,47,blue-collar,married,secondary,2787,no,479,1,yes
746,46,unemployed,married,secondary,2551,no,645,2,yes
747,60,retired,married,secondary,2722,no,506,2,yes
748,39,management,married,secondary,1880,no,768,2,yes
749,57,blue-collar,married,primary,2112,no,1134,2,yes
750,36,unemployed,divorced,secondary,871,no,396,3,yes
751,30,management,married,secondary,850,no,507,2,yes
752,33,technician,married,secondary,3243,no,439,4,yes
753,30,management,married,tertiary,1567,yes,1133,4,yes
754,36,technician,single,secondary,12,no,587,2,yes
755,49,blue-collar,married,primary,128,no,696,2,yes
756,49,blue-collar,married,secondary,553,no,645,8,yes
757,40,unemployed,divorced,secondary,1694,no,473,6,yes
758,49,blue-collar,married,primary,408,no,559,4,yes
759,38,management,married,tertiary,1223,no,1092,5,yes
760,31,management,single,tertiary,1858,no,453,3,yes
761,34,management,married,tertiary,520,yes,1307,4,yes
762,39,management,married,tertiary,271,yes,1344,1,yes
763,40,management,married,secondary,4396,no,432,3,yes
764,47,technician,married,secondary,568,yes,1613,1,yes
765,37,technician,single,secondary,3665,no,664,3,yes
766,44,technician,single,secondary,244,yes,1735,4,yes
767,55,management,married,tertiary,568,no,940,10,yes
768,40,technician,married,secondary,42,no,1842,2,yes
769,54,retired,married,primary,309,no,969,2,yes
770,35,technician,married,secondary,-180,no,823,2,yes
771,32,technician,single,tertiary,34646,no,618,9,yes
772,36,management,divorced,tertiary,59,no,526,2,yes
773,37,management,married,tertiary,4436,no,846,5,yes
774,37,technician,single,secondary,-242,yes,1149,6,yes
775,50,self-employed,married,secondary,10052,no,665,2,yes
776,58,retired,married,tertiary,0,no,641,4,yes
777,52,technician,divorced,secondary,152,no,404,6,yes
778,31,management,married,tertiary,156,no,657,7,yes
779,40,management,married,tertiary,66,no,737,4,yes
780,34,management,single,tertiary,9827,yes,871,4,yes
781,53,services,married,secondary,6170,no,838,4,yes
782,43,management,married,tertiary,2383,no,379,6,yes
783,30,technician,single,tertiary,635,no,851,8,yes
784,34,technician,single,secondary,16,no,990,1,yes
785,48,admin.,divorced,secondary,362,no,529,1,yes
786,33,management,married,tertiary,191,no,1148,2,yes
787,37,management,single,tertiary,455,yes,904,6,yes
788,57,technician,divorced,secondary,3043,no,707,2,yes
789,55,retired,married,primary,3334,no,632,4,yes
790,34,technician,married,tertiary,8029,yes,593,4,yes
791,44,entrepreneur,married,tertiary,624,no,552,2,yes
792,35,management,single,tertiary,331,no,857,2,yes
793,34,housemaid,married,primary,2929,no,518,2,yes
794,49,services,married,secondary,1314,no,834,14,yes
795,30,technician,married,secondary,289,yes,1184,4,yes
796,32,management,single,tertiary,20,no,1151,2,yes
797,56,blue-collar,married,primary,8163,no,1231,4,yes
798,50,management,single,tertiary,1200,no,904,3,yes
799,32,technician,single,secondary,1732,yes,1871,3,yes
800,45,technician,single,tertiary,0,no,773,4,yes
801,52,management,married,tertiary,576,no,762,3,yes
802,60,blue-collar,married,primary,493,no,671,4,yes
803,47,management,married,tertiary,682,no,638,6,yes
804,32,technician,single,secondary,0,no,594,4,yes
805,55,blue-collar,married,primary,3485,no,625,4,yes
806,36,management,single,tertiary,2944,no,882,8,yes
807,46,technician,married,secondary,1353,no,528,5,yes
808,55,management,divorced,tertiary,0,no,309,4,yes
809,30,management,single,tertiary,1541,no,471,8,yes
810,54,blue-collar,married,secondary,548,no,520,7,yes
811,31,management,divorced,tertiary,254,no,1576,8,yes
812,46,technician,single,tertiary,4414,no,504,7,yes
813,61,management,married,secondary,985,no,998,6,yes
814,58,retired,married,primary,1241,no,194,2,yes
815,38,technician,single,secondary,3278,no,645,14,yes
816,49,technician,married,secondary,412,no,1293,8,yes
817,43,management,single,tertiary,483,no,950,6,yes
818,52,management,married,tertiary,7135,no,1032,3,yes
819,33,self-employed,single,tertiary,61,no,836,3,yes
820,33,management,married,tertiary,1412,yes,480,1,yes
821,53,management,married,tertiary,15,no,921,2,yes
822,40,admin.,single,tertiary,27,no,467,2,yes
823,44,self-employed,married,tertiary,1196,no,552,5,yes
824,42,technician,divorced,secondary,19,no,875,4,yes
825,33,management,single,tertiary,432,no,588,6,yes
826,53,technician,married,tertiary,988,no,1408,5,yes
827,60,admin.,married,tertiary,1614,no,921,6,yes
828,33,technician,single,secondary,163,yes,627,2,yes
829,37,technician,married,tertiary,247,no,625,6,yes
830,45,admin.,married,secondary,236,no,703,2,yes
831,34,technician,single,secondary,666,no,1503,2,yes
832,56,technician,married,tertiary,73,no,644,4,yes
833,57,technician,divorced,tertiary,96,no,913,4,yes
834,32,management,single,tertiary,46,no,788,6,yes
835,50,services,married,secondary,1501,no,946,4,yes
836,30,services,single,tertiary,-477,no,1532,2,yes
837,56,admin.,married,secondary,1694,no,793,10,yes
838,55,blue-collar,married,secondary,196,no,81,1,no
839,34,self-employed,single,tertiary,462,no,1877,3,yes
840,52,management,married,tertiary,1227,no,1123,4,yes
841,32,management,single,tertiary,522,no,576,2,yes
842,31,self-employed,married,tertiary,94,no,579,2,yes
843,44,technician,married,secondary,267,no,520,2,yes
844,33,management,married,tertiary,4570,no,1258,2,yes
845,53,blue-collar,married,secondary,25,no,528,2,yes
846,46,management,single,tertiary,0,no,686,2,yes
847,46,entrepreneur,married,tertiary,1920,no,604,6,yes
848,59,admin.,married,secondary,1575,yes,1241,11,yes
849,51,unemployed,married,secondary,234,no,735,1,yes
850,57,retired,married,primary,3518,yes,626,3,no
851,43,technician,married,secondary,136,no,363,7,yes
852,48,management,single,tertiary,830,no,961,4,yes
